ref_erp,sku_amazon,asin,ean_amazon,ean_erp,ean_final,origen_ean,metodo_match,sku_coincide,ean_coincide,todos_ean_erp,situacion_erp,titulo_amazon,is_active,notes
,IQ-HPPI-PGYP,B010Q5RPK6,849818827542,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,,true,
,IQ-JL1Y-IMPD,B07L31R79X,4058075156203,,4058075156203,Helium 10,SIN MATCH,NO,SIN REF ERP,,,"OSRAM SubstiTUBE Value Lote de 10 x Tubo Led G13, Largo 603 mm, 7,60 W, 18 W Equivalente a, 4000 K, 1-Pack, Blanco frío",true,
50990248,IS-2VSW-UPK6,B000ONJIG0,4050300010793,4050300010793,4050300010793,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"50990248, 4050300010793, 4050300242248",Normal,"Osram 10793 Dulux 830/2G11FS-Lámpara Fluorescente compacta (36 W), Blanco, 1",true,
150111679,J2-RHZ2-UKL0,B000YELSGM,43168121842,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,,true,
80003585,JF-1ODE-SEU6,B07Y3X2DSS,5410288393483,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,,true,
500000004,JI-1UE7-YZ2S,B0179ZJY0K,4050300012407,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,"Osram - Bombillas halógenas 6V, 20W, G4 - 64250 HLX - Lote de 5 unidades",true,
80571684,JL-6767-EF30,B00WU83S1S,5410288028057,5410288028057,5410288028057,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"80571684, 5410288028057",Normal,Sylvania fho - Lámpara fluorescente fho luxline plus 54w/827 t5,true,
1110000010,JM-KW71-PWBC,B00YEZRM4O,4050300299228,,4050300299228,Helium 10,SIN MATCH,NO,SIN REF ERP,,,Osram 64250 20 W bombilla halógena,true,
,JR-A0O7-378U,B07B6JCYYF,5060567470109,,5060567470109,Helium 10,SIN MATCH,NO,SIN REF ERP,,,"DuraBulb - Bombillas UV matamoscas (6 W, 8 W, 10 W o 15 W)",true,
50905006,JU-4ABH-DN8A,B01MSRTXH2,4050300327235,4050300327235,4050300327235,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"50905006, 4050300327235, 4050300327242",Normal,Osram Dulux D/E 26W/830 Bombilla de bajo consumo,true,
50990231,JV-VYSY-N9BJ,B005JITPD6,4050300010786,4050300010786,4050300010786,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"50990231, 4050300010786, 4050300242224",Preferente,OSRAM DULUX L 36W 010786,true,
50130146,K0-3JJI-DT9O,B00157QJTS,4008321208668,4008321208668,4008321208668,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"50130146, 4008321208668, 4052899262546",Preferente,"Osram 66733, Bombilla halógena (Halopin Pro), G9 35W",true,
111295542,K2-SUJD-ZJQE,B003NWTIV4,8711500615923,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,,true,
50105420,K7-EM0O-0QM3,B000YEL6O6,4050300577630,4050300577630,4050300577630,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"50105420, 4050300577630",Obsoleto,Osram Lámpara de Descarga,true,
500000021,KJ-UUQG-4IFR,B0711LMWMK,4050300006727,4050300006727,4050300006727,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"500000021, 4050300006727",Normal,"Osram 54263 lámpara halógena, 24 voltios, 150 vatios",true,
111323125,KP-OIG6-QNN5,B003EROVVU,8711500575203,8711500575203,8711500575203,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"111323125, 8711500575203, 8727900209310",Normal,Philips - Ir150Rh Red Br125 E27 230-250V 1Ct/10,true,
,KR-KTOU-AAX6,B001EEZVW8,4050300890999,,4050300890999,Helium 10,SIN MATCH,NO,SIN REF ERP,,,"Osram 64250 HLX - Lámpara (20 W, 100 h, 460 LM)",true,
111182524,KW-O49Z-FA4Z,B00C66U0YC,8711500182524,8711500182524,8711500182524,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"111182524, 8711500182524",Normal,LAMP.IODURI HPI PLUS 400W/645 BU E40 HPI400BU,true,
1162000207,L116N300,B0H63B8PRM,,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,,true,
,L2-ZRB4-10LS,B01K2FDSJM,,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,,true,
150293226,L4-OUBX-WFCI,B002BG99RG,43168324229,43168324229,43168324229,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"43168324229, 150293226",Obsoleto,Ge lighting 2D WATT-MISER - Lampara biax 2d 16w gr10q 827/4pin,true,
,LJ-O6OW-BRQR,B01EHZWLAU,,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,,true,
50149599,LS-7WV7-SFPF,B0039P9MH0,4050300564944,4050300564944,4050300564944,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"50149599, 4050300564944, 4050300564951",Normal,Osram cflni - Lámpara dulux d/e 18w/865 g24q-2 10x1,true,
50005317,MI-GTO5-YC6R,B000ONL8YA,4050300010618,4050300010618,4050300010618,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"50005317, 4050300010618, 4050300239507",Normal,1906_Lamps_LED,true,
50128808,MI-L622-FBPR,B0058ICN9K,4008321207715,4008321207715,4008321207715,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"50128808, 4008321207715, 4008321207722",Preferente,"Halógeno (64702 ECO 400 W, 230 V, R7S, 117 mm de largo – OSRAM",true,
50137800,MK-HV23-ATRS,B00HQJZEM2,4008321928092,4008321928092,4008321928092,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"50137800, 4008321327772, 4008321928092",Preferente,"5 varillas halógenas 64695, 120 W, 230 V, R7S Osram",true,
150110026,MM-AAQ5-80LT,B0038XFCJK,43168932691,43168932691,43168932691,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"43168932691, 150110026",Normal,Ge lighting LUCALOX - Lampara xo-x-tra 400w e40 clara,true,
180008453,MX-YRIY-A5LL,B0H3M7HLMP,5901854562308,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,,true,
111269880,MZ-ZRGG-Y4T7,B0014DRS6Q,8711500544926,8711500544926,8711500544926,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"111269880, 8711500544926, 8711500544933",Obsoleto,Master TL-D Xtreme 18W/830 SLV,true,
,N5-18R0-W1U0,B0CFXVBB9W,4008321154415,,4008321154415,Helium 10,SIN MATCH,NO,SIN REF ERP,,,OSRAM HALOGENA LINEAL ECO 64695 CORTA 78mm 120w,true,
1009001011,N9-6GB4-M630,B07KQ99CXL,8433696431063,,8433696431063,Helium 10,SIN MATCH,NO,SIN REF ERP,,,Tubo Fluorescente para matamoscas eléctrico UV T8 10W BL 328mm (AH83),true,
50105307,N9-LFOB-REZ1,B007JTAD0W,4050300517964,,4050300517964,Helium 10,SIN MATCH,NO,SIN REF ERP,,,"Osram l58840 Tubo Fluorescente, Vidrio, Blanco Frío, G13, 58 W",true,
50140299,ND-HRLN-09EU,B005FG6LHA,4008321394965,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,,true,
710133308,NH-B9MC-J385,B01N2QYCY6,8427238064260,8427238064260,8427238064260,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"710133308, 8427238064260",Obsoleto,Niessen zenit - Marco 1 módulo zenit blanco,true,
500000150,NK-IGTQ-SUP0,B00BF9QBHQ,4008321468741,,4008321468741,Helium 10,SIN MATCH,NO,SIN REF ERP,,,"Osram lighting 4.0083214687e+012 - Lámpara halogena 64744 cargas pesadas/71 1000w 240v gx9,5",true,
,NK-PL5F-6EFM,B07H9TZNV9,,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,"LEDme-Placa Circular LED Downlight Panel Superslim Plafón Extraplano Empotrable SMD 2835, 20w 4000k Blanco Natural, 2000lm 120°",true,
,NM-JB6I-3VT5,B09MJ3Q4N5,3282779305969,,3282779305969,Helium 10,SIN MATCH,NO,SIN REF ERP,,,Triphasic Reaccional Tratamiento Anticaída 12 x 5 ml,true,
50119097,NV-0ARK-JZC2,B000UXH8HK,4050300591605,4050300591605,4050300591605,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"50119097, 4050300591605, 4050300591612",Normal,"Osram LUMILUX T5 HO - Lámpara fluorescente, G5 54 W/830, 1 unidad",true,
50170029,NW-PEDT-YM14,B00BF9NEXK,4008321703576,4008321703576,4008321703576,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"50170029, 4008321703576, 4008321703583",Normal,"OSRAM 66740 Bombilla, G9, 40 watts, Trasparente, 1 Unidad",true,
180008424,OE-I2TL-699A,B0H2BJ8ZFX,5903089802426,,5903089802426,Helium 10,SIN MATCH,NO,SIN REF ERP,,,"Bellight Tubo Fluorescente T8 36W | 4000K 840 Blanco Neutro | G13 120cm | Iluminación de Alta Potencia para Oficinas y Comercios sustituto Osram, Philips, Sylvania y otros.",true,
,OG-Q7WN-QSZP,B08CS2N6XW,8414580028682,,8414580028682,Helium 10,SIN MATCH,NO,SIN REF ERP,,,"Bacterisan Germosan Nor Bp3 60ml, Desinfectante Multiusos De Triple Acción, Elimina Virus, Gérmenes Y Bacterias De Todo Tipo De Objetos Superficies Y Textiles, Bacterisan 60 ml",true,
111284843,OT-ZYSC-VUBR,B00H50KHSS,8711500697691,,8711500697691,Helium 10,SIN MATCH,NO,SIN REF ERP,,,Philips - S10 4-65W SIN 220-240V WH/20X25BOX,true,
,P1-AV98-C6XM,B078719LSW,5060567470093,,5060567470093,Helium 10,SIN MATCH,NO,SIN REF ERP,,,"DuraBulb - Bombillas UV matamoscas (6 W, 8 W, 10 W o 15 W)",true,
,P2-N3DF-3TAG,B077KP1MP9,5060567470048,,5060567470048,Helium 10,SIN MATCH,NO,SIN REF ERP,,,"DuraBulb - Bombillas UV matamoscas (6 W, 8 W, 10 W o 15 W)",true,
150109911,PC-R40N-57RX,B003T2EPKM,,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,,true,
,PJ-W3VI-TB40,B01EHZVLNS,,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,,true,
,PY-GKP4-EY3W,B00B48EGGG,653703701752,,653703701752,Helium 10,SIN MATCH,NO,SIN REF ERP,,,"Sunlite EVW 250 W/MR16/82 V/CL/GY5.3 250 vatios 82 voltios Bi-Pin Based Stage and Studio MR16 Foco, transparente",true,
1220004098,Q2-HGYX-MEHF,B0CBVPBY7R,4099854037498,,4099854037498,Helium 10,SIN MATCH,NO,SIN REF ERP,,,Ledvance Tubo LED T8 Superior (EM/Mains) High Output 9.7W 1700lm – 865 luz blanca diurna | 90 cm – Repuesto para 30 W,true,
,Q4-X57I-V6HP,B088DV8GZC,,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,HEALLILY 5Pcs Botella de Spray Vacía Contenedor de Spray Recargable Pulverizador de Niebla Fina Atomizador Cosmético Botella para Limpiar Solución de Perfume,true,
50903965,QG-FBYE-4RAU,B07G96VXB8,4050300308050,4050300308050,4050300308050,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"50903965, 4050300308050, 4050300942322",Normal,Osram 64428 Halostar Oven G4 Hornos 300ºC 12V 20W,true,
1220000045,QQ-2CUI-PBCE,B007K50V98,4008321111593,4008321111593,4008321111593,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"1220000045, 4008321111593, 4008321111609",Normal,OSRAM LEDVANCE ET PARROT 70/220−240 I,true,
,QQ-7TI0-2KVE,B075NLGQLK,8436568441023,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,,true,
180008424,QU-ZM1Z-EBN5,B0H2BT8JMR,5903089813392,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,,true,
,R5-8YI2-E48L,B004HLC3TO,793573488466,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,,true,
50116205,R6-UABI-J2JK,B000UXBC5E,4050300382128,4050300382128,4050300382128,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"50116205, 4050300382128",Normal,"OSRAM HBO 103 W/2, lámpara de descarga de alta presión, lámpara de arco corto de mercurio sin reflector, caja plegable (1 pieza)",true,
1110000005,RG-7CKF-EDTG,B000KTU2Q8,8711500409898,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,,true,
,RT-OLDW-XWI3,B0CCVJFKYB,4058075725300,,4058075725300,Helium 10,SIN MATCH,NO,SIN REF ERP,,,"Osram Halostar Starlite 64415 S - Lámpara halógena de 10 W, 12 V, G4, luz blanca cálida, 2800 Kelvin, regulable, 130 lúmenes, 5 unidades",true,
150110989,S3-SJYC-PDSA,B003ZWX83Q,43168215145,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,,true,
,S4-5CLR-KOHO,B00E0LU564,8470003485654,,8470003485654,Helium 10,SIN MATCH,NO,SIN REF ERP,,,ACOFAR - ALCOHOL 96 ACOFAR 250ML,true,
80004366,S6-EAP6-ABSG,B000SLUEJI,5410288251448,5410288251448,5410288251448,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"80004366, 5410288251448",Normal,Osram cflni - Lámpara dulux d/e 26w/840 g24q-3,true,
,SG-3GAY-HW05,B0776HGJB3,5060567470017,,5060567470017,Helium 10,SIN MATCH,NO,SIN REF ERP,,,"DuraBulb - Bombillas UV matamoscas (6 W, 8 W, 10 W o 15 W)",true,
123000605,SG-Z66M-QO7U,B0B8TD2GZC,8427227800923,,8427227800923,Helium 10,SIN MATCH,NO,SIN REF ERP,,,"CLAR - Tubos Fluorescentes UV, Bombilla Antimosquitos Ultravioleta, Lamparas Luz UV, Lampara de Luz Ultravioleta 43,7 x 2,6 cm (15 Watts T8, Pack 2)",true,
,SP-YDWW-SESE,B01EI5U2X2,,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,,true,
,SQ-JW4F-PLCS,B002MPEH5U,43168386982,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,,true,
,SW-I9Z4-BNY2,B08PSPV32J,760939384137,,760939384137,Helium 10,SIN MATCH,NO,SIN REF ERP,,,"PACK Portalámparas casquillos GU10 para bombillas halogenas hasta 100W y bombilla led, zócalo de cerámica con cable de silicona 150mm de alta resistencia. Socket Lamp Holder Silicon Wire (20)",true,
,SW-KUCW-OQ5U,B09ZDTM8FC,4046949312879,,4046949312879,Helium 10,SIN MATCH,NO,SIN REF ERP,,,"LAMPARA Solarium RUBINO Bronceado + COLAGENO TUBO Fluorescente RAYOS UVA COSMEDICO 31287Cosmofit+ RUBINO R27 160W-R 0,8B 1760mm 800 horas (100-R 31/3,1) Shoplamp…",true,
,TB-QGV6-6J1J,B07BNFJZ22,4050300506715,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,,true,
50990231,TG-YMT5-Y2LX,B000ONJIEC,4050300010786,4050300010786,4050300010786,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"50990231, 4050300010786, 4050300242224",Preferente,Osram Dulux L - Lámpara 36w/840 lumilux 2g11,true,
,TI-LJGI-7BO6,B000YL8Y8A,43168961790,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,,true,
,TQ-0BD9-WO35,B07F3FF11R,4046949306366,,4046949306366,Helium 10,SIN MATCH,NO,SIN REF ERP,,,Lampara Solarium Bronceado Tubo Fluorescente RAYOS UVA COSMEDICO 30636 Cosmofit 100W-R,true,
,TS-XLK7-VJE3,B000EHVQ0C,772040362171,,772040362171,Helium 10,SIN MATCH,NO,SIN REF ERP,,,"Osram 64250 HLX - Lámpara (20W, 460 lm, 100h, 1,17g, 23 x 70 x 25 mm, 1 pieza(s))",true,
,TT-47RB-BFRX,B084KZ2YF3,4046949312862,,4046949312862,Helium 10,SIN MATCH,NO,SIN REF ERP,,,"LAMPARA Solarium RUBINO Bronceado + COLAGENO TUBO Fluorescente RAYOS UVA COSMEDICO 31286 Cosmofit+ RUBINO R27 100W-R 0,8B 1760mm 800 horas (100-R 27/2,7) Shoplamp",true,
50990125,U4-M4KV-MRUD,B000N5QB8W,4050300012049,4050300012049,4050300012049,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"50990125, 4050300012049, 4050300245386",Preferente,OSRAM - Bombilla bajo consumo pines 26W/840 G24d-3 luz neutra fría,true,
,UI-2TO0-B06M,B07F3CQW5M,4046949306182,,4046949306182,Helium 10,SIN MATCH,NO,SIN REF ERP,,,Lampara Solarium Bronceado Tubo Fluorescente RAYOS UVA COSMEDICO 30618 Cosmofit 160W-R,true,
180008450,UL-CZRO-RGS9,B0H2BGBCK3,5901854562230,,5901854562230,Helium 10,SIN MATCH,NO,SIN REF ERP,,,"Bellight Tubo Fluorescente T8 18W | 4000K 840 Blanco Neutro | Casquillo G13 | 60cm Iluminación Profesional para Oficinas, Cocinas y Comercios sustituto Osram, Philips, Sylvania y otros.",true,
80584301,UM-DGS7-A46Q,B004P1DFW0,5410288019659,5410288019659,5410288019659,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"80584301, 5410288019659",Normal,Sylvania 0001965 - Tubo fluorescente circular 32W/865 Tr,true,
268040169,UZ-NKMW-2TSA,B07D5BD1FM,,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,LAMPARA Solarium Bronceado TUBO Fluorescente RAYOS UVA SYLVANIA 0071234 Puresun 160W-R 1760mm 1000 Horas,true,
80000802,V0-I8DV-XKTV,B01N28XM4E,5410288532967,5410288532967,5410288532967,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"80000802, 5410288532967, 5410288538815, 5410288539270, 5410288551920",Normal,Sylvania sylflat - Downlight 1400lm cuadrado 4000k,true,
180008452,V6-ZFAA-I2JI,B0H2BMYB4B,5901854562254,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,,true,
50005645,VR-HCU0-F535,B000N5MVC2,4050300010625,4050300010625,4050300010625,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"50005645, 4050300010625, 4052899239500",Normal,"Osram G24d-1 Dulux D13W/870 - Bombilla fluorescente compacta, luz blanca fría (13 W)",true,
150100683,W0-4O8H-6LXP,B00370NOQC,5021731324536,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,,true,
50133413,W0-CZ3B-QLA5,B002IH789O,4008321285256,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,,true,
180008450,W3-BZJP-RQ72,B0H2B3M8PM,5901854562261,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,,true,
50154685,WJ-1Y2F-GUBE,B0024WR0YG,4050300486987,4050300486987,4050300486987,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"50154685, 4050300486987, 4050300486994",Normal,"Osram Bombilla de bajo Consumo con 2 Tubos, Casquillo de 2 Pines para operar ECC G24d-3, 26 W, Blanco, 1 Unidad",true,
50151738,WS-87FN-YQ18,B005CTINHG,4008321325662,4008321325662,4008321325662,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"50151738, 4008321325662, 4008321325679",Normal,"Osram LUMILUX T5 EL - Lámpara fluorescente, G5L 6 W/840",true,
,WV-2N35-SU8L,B00STQH1WC,8711500697882,,8711500697882,Helium 10,SIN MATCH,NO,SIN REF ERP,,,Philips Ecoclick S2 - Set de 25 motores de arranque rápido para lámpara fluorescente de 4-22 W,true,
,WY-4Y9N-MQRX,B0053OEURM,,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,,true,
,X3-XLUJ-DI3S,B07JXSS1M8,7323190043651,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,,true,
50128808,X7-X6OM-TW9L,B0058ICN9K,4008321207715,4008321207715,4008321207715,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"50128808, 4008321207715, 4008321207722",Preferente,"Halógeno (64702 ECO 400 W, 230 V, R7S, 117 mm de largo – OSRAM",true,
500000135,XE-20OJ-GF91,B000BN6KG4,4050300289977,4050300289977,4050300289977,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"500000135, 4050300289977",Obsoleto,"Osram 64502 150W - Lámpara (150 W, 3400 LM, 4000 K)",true,
,XG-NCL0-0Z5L,B01HQ8I906,4052899158269,,4052899158269,Helium 10,SIN MATCH,NO,SIN REF ERP,,,Osram lighting 4.0528991583e+012 - Lámpara 64686 halo 650w 230v gy9.5,true,
111193452,XH-8HIS-8LVC,B001BCX90Y,8711500193452,8711500193452,8711500193452,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"111193452, 8711500193452, 8711500195937",Obsoleto,MASTER SON PIA Plus 400W/220 E40 1SL/12,true,
50108138,XJ-EZVQ-0BOV,B000UXBO66,4050300008974,4050300008974,4050300008974,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"50108138, 4050300008974, 4050300229515",Normal,"Lámpara fluorescente L 13 W 020 – 640 blanco neutral estándar, Osram",true,
,XM-W4UL-ESH1,B07PBZ236G,,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,CEBADOR Lampara Solarium Bronceado Tubo Fluorescente RAYOS UVA PHILIPS 90379226 BODYTONE S12 115-140W,true,
,XQ-HTBX-4RBU,B0786H9P7T,5060567470055,,5060567470055,Helium 10,SIN MATCH,NO,SIN REF ERP,,,"DuraBulb - Bombillas UV matamoscas (6 W, 8 W, 10 W o 15 W)",true,
1110000287,XV-PC40-F6K4,B000YL5GLS,8711500623645,8711500623645,8711500623645,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"1110000287, 8711500623645, 8711500623669",Normal,Philips 62364527 Lámpara,true,
,Y1-1Z5P-5AIT,B07TRNMLZF,8431938006659,,8431938006659,Helium 10,SIN MATCH,NO,SIN REF ERP,,,Rene Furterer Tratamiento Anticaida Cabello Rene Triphasic Reaccional 12Ampollas - 1 unidad,true,
50905198,Y6-TVFO-HM5T,B000ONJGRG,4050300018423,4050300018423,4050300018423,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"50905198, 4050300018423",Obsoleto,Osram Dulux L 18W/954 Lámpara fluorescente compacta,true,
500000035,YC-CQDM-NC3L,B000WL9F8K,4050300252421,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,,true,
50903903,YH-466W-N5YI,B00F9BRTYK,4058075094178,4050300335087,4058075094178,Helium 10,Cruce por EAN,SOLO POR EAN,SI (codigo secundario),"50903903, 4050300335087, 4050300942377, 4058075094178, 4058075094185",Normal,"Osram Halostar Starlite - Bombilla halógena G4 (12 V, 10 W, 145 lm, 2800 K, 11 kWh/1000 h, EEK C), color blanco",true,
90011056,YJ-Y6VK-25Z9,B01N6E0WDE,8435110435121,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,,true,
,YY-THDS-7JZH,B0CRV7G4DM,4058075094253,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,,true,
80002111,Z5-99XQ-56T7,B01N3AC9I7,5410288532974,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,,true,
,ZD-LC4W-0R3C,B07D5H5YLF,5410288712017,,5410288712017,Helium 10,SIN MATCH,NO,SIN REF ERP,,,1 unidad Lampara Solarium Bronceado Tubo Fluorescente RAYOS UVA SYLVANIA 0071201 Puresun 100W-R 800 Horas,true,
1000139,1000139,B0CTJ5R9SP,,8434559178941,8434559178941,ERP,SKU = ref ERP,SI,SIN EAN EN AMAZON,"100013901, 8434559178941, 8435579762554",Normal,,true,
17110544,17110544,B01NBHC5QY,,3303430216285,3303430216285,ERP,SKU = ref ERP,SI,SIN EAN EN AMAZON,"17110544, 23303430216289, 3303430216285",Obsoleto,,true,
50113877,50113877,B0016PKP7Q,,4008321049629,4008321049629,ERP,SKU = ref ERP,SI,SIN EAN EN AMAZON,"50113877, 4008321049629, 4008321049636",Normal,,true,
50116205,50116205,B000UXBC5E,4050300382128,4050300382128,4050300382128,Helium 10,SKU = ref ERP,SI,SI,"50116205, 4050300382128",Normal,"OSRAM HBO 103 W/2, lámpara de descarga de alta presión, lámpara de arco corto de mercurio sin reflector, caja plegable (1 pieza)",true,
50116671,50116671,B07BNFJZ22,,4050300506715,4050300506715,ERP,SKU = ref ERP,SI,SIN EAN EN AMAZON,"50116671, 4050300506715",Obsoleto,,true,
50116713,50116713,B072LP1N2G,4050300507132,4050300507132,4050300507132,Helium 10,SKU = ref ERP,SI,SI,"50116713, 4050300507132",Normal,OSRAM HBO 50W AC L1 Mercury Lámpara de descarga de arco corto,true,
50119020,50119020,B000ONL1J2,4050300591469,4050300591469,4050300591469,Helium 10,SKU = ref ERP,SI,SI,"50119020, 4050300591469, 4050300591476",Normal,"Osram LUMILUX T5 HE - Lámpara fluorescente, 35 W/830",true,
50119085,50119085,B000UXH8H0,4050300591582,4050300591582,4050300591582,Helium 10,SKU = ref ERP,SI,SI,"50119085, 4050300591582, 4050300591599",Normal,"Osram LUMILUX T5 HO - Lámpara fluorescente, G5 54 W/840, 20 unidades",true,
50119268,50119268,B0018LCDZU,,4050300646152,4050300646152,ERP,SKU = ref ERP,SI,SIN EAN EN AMAZON,"50119268, 4050300646152, 4050300646169",Normal,,true,
50119366,50119366,B0018LJD12,,4050300796758,4050300796758,ERP,SKU = ref ERP,SI,SIN EAN EN AMAZON,"50119366, 4008321110671, 4050300796758",Normal,,true,
50120441,50120441,B0016PFSPK,,4008321908629,4008321908629,ERP,SKU = ref ERP,SI,SIN EAN EN AMAZON,"50120441, 4008321908629",Obsoleto,,true,
50122520,50122520,B002IH789O,,4050300854595,4050300854595,ERP,SKU = ref ERP,SI,SIN EAN EN AMAZON,"50122520, 4050300854595",Obsoleto,,true,
50129621,50129621,B003AFXTJ6,4050300941226,4050300941226,4050300941226,Helium 10,SKU = ref ERP,SI,SI,"50129621, 4050300941226",Normal,Osram lighting hns - Lámpara germicidas puritec hns 9w g23,true,
50139033,50139033,B007HIXY3S,4008321678386,4008321149671,4008321678386,Helium 10,SKU = ref ERP,SI,SI (codigo secundario),"50139033, 4008321149671, 4008321678386, 4008321678393",Preferente,"Osram Lámparas de Descarga de Óptima Presión Powerstar HQI-TS Excellence, MH Tecnología de Cuarzo Luminarias Cerradas, HQI-TS 150W/NDL/Excel. RX7S-24 , 1 Pieza",true,
50140909,50140909,B002G1LXT8,,4008321944559,4008321944559,ERP,SKU = ref ERP,SI,SIN EAN EN AMAZON,"50140909, 4008321944559",Obsoleto,,true,
50143009,50143009,B002MFPMC2,5055662106916,4008321945372,5055662106916,Helium 10,SKU = ref ERP,SI,NO — EAN no existe en ERP,"50143009, 4008321945372, 4008321945389",Normal,Osram HALOPIN 66760 ECO - Lámpara halógena,true,
50143955,50143955,B003ASOFIC,4008321378316,4008321378316,4008321378316,Helium 10,SKU = ref ERP,SI,SI,"50143955, 4008321378316",Normal,"OSRAM Puritec HNS 4 W G5, lámpara fluorescente, esterilización con luz ultravioleta, lámpara de desinfección con luz ultravioleta, lámpara ultravioleta, desinfección de aire, agua y superficie, caja plegable (1 pieza)",true,
50144006,50144006,B003QN2JOS,,4008321384935,4008321384935,ERP,SKU = ref ERP,SI,SIN EAN EN AMAZON,"50144006, 4008321384935",Normal,,true,
50149599,50149599,B0039P9MH0,4050300564944,4050300564944,4050300564944,Helium 10,SKU = ref ERP,SI,SI,"50149599, 4050300564944, 4050300564951",Normal,Osram cflni - Lámpara dulux d/e 18w/865 g24q-2 10x1,true,
50150335,50150335,B005JHMCGO,,4008321581068,4008321581068,ERP,SKU = ref ERP,SI,SIN EAN EN AMAZON,"50150335, 4008321581068, 4008321581075",Normal,,true,
80002161,80002161,B09NQDLVPH,,5410288266329,5410288266329,ERP,SKU = ref ERP,SI,SIN EAN EN AMAZON,"80002161, 5410288266329, 5410288295916",Normal,,true,
80003363,80003363,B09NQFFLTV,,5410288283463,5410288283463,ERP,SKU = ref ERP,SI,SIN EAN EN AMAZON,"80003363, 5410288283463, 5410288296340",Normal,,true,
